ticker,entry_date,exit_date,entry_price,exit_price,hold_days,return_pct,exit_reason,arm,excess_pct
DG,2017-09-01,2017-11-29,72.78,87.84,61,20.692497938994237,hold_limit,random,14.204755716089256
DHI,2013-12-19,2014-03-20,19.93,22.48,61,12.794781736076267,hold_limit,signal,6.889815021627511
DHI,2014-02-13,2014-05-13,23.13,22.6,61,-2.291396454820571,hold_limit,random,-6.116264645422542
DHI,2014-08-13,2014-08-14,20.39,20.45,1,0.2942618930848351,stop,random,-0.23985103692101273
DHI,2014-10-30,2015-01-29,22.84,23.98,61,4.991243432574444,hold_limit,random,2.1255882305588836
DHI,2015-03-03,2015-05-29,27.07,26.25,61,-3.029183598079055,hold_limit,random,-3.1063060536795306
DHI,2015-06-30,2015-09-25,27.66,30.86,61,11.569052783803313,hold_limit,random,18.057605291341915
DHI,2017-08-07,2017-11-01,36.55,44.46,61,21.64158686730506,hold_limit,random,18.9816442998034
DHI,2017-11-14,2018-02-07,46.86,46.29,57,-1.216389244558258,data_end,random,-5.012883290868187
DHR,2015-05-13,2015-08-11,90.0,91.11,61,1.2333333333333307,hold_limit,signal,1.8742503384232445
DHR,2014-01-30,2014-04-29,75.44,73.51,61,-2.5583244962884333,hold_limit,random,-7.047096928308139
DHR,2014-06-23,2014-07-18,80.64,74.0773,18,-8.138268849206353,stop,random,-8.457539721042295
DHR,2014-09-11,2014-09-26,76.67,75.7,11,-1.2651623842441673,stop,random,0.42424590702517806
DHR,2015-09-04,2015-09-08,85.68,87.09,1,1.6456582633053163,stop,random,-0.8476392495731178
DHR,2016-04-26,2016-07-06,96.33,80.25,49,-16.692619121768914,stop,random,-16.821382542812067
DHR,2016-07-15,2016-08-19,81.31,80.41,25,-1.1068749231336938,stop,random,-2.7146411375201907
